p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
p,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,f,p
p,f,-,f,-,-,-,f,-,-,-,-,-,-,-,-,-,f,-,-,-,f,-,f,p
p,f,f,f,f,-,f,-,-,-,-,-,-,-,-,-,-,-,f,-,f,f,f,f,p
p,f,-,f,-,f,-,-,-,x,x,x,x,x,x,x,-,-,-,f,-,f,-,f,p
p,f,-,-,f,-,-,-,x,x,x,x,-,x,x,x,x,-,-,-,f,-,-,f,p
p,f,-,f,-,-,-,x,x,x,x,-,x,-,x,x,x,x,-,-,-,f,-,f,p
p,f,f,-,-,-,x,x,x,x,-,-,-,-,-,x,x,x,x,-,-,-,f,f,p
p,f,-,-,-,x,x,x,x,-,-,x,x,x,-,-,x,x,x,x,-,-,-,f,p
p,-,-,-,x,x,x,x,-,-,-,-,-,-,-,-,-,x,x,x,x,-,-,-,p
p,-,-,x,x,x,x,-,-,x,x,x,-,x,x,x,-,-,x,x,x,x,-,-,p
p,s,x,x,x,x,-,-,-,-,-,-,-,-,-,-,-,-,-,x,x,x,x,g,p
p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
