p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
p,s,-,-,-,-,p,r,-,-,-,-,-,-,-,p,r,r,r,-,-,-,-,-,p
p,p,p,p,p,r,p,r,p,p,p,p,p,p,-,p,h,r,r,-,-,-,-,g,p
p,-,-,-,-,-,p,r,p,r,r,r,r,r,r,p,p,p,p,p,-,p,p,p,p
p,-,-,-,-,-,p,r,p,r,r,r,r,r,r,p,-,-,-,-,-,-,-,-,p
p,r,x,x,x,x,p,r,p,x,-,x,x,x,x,p,-,-,-,-,-,-,-,-,p
p,-,-,-,-,-,p,r,p,-,-,-,-,-,-,p,r,x,r,x,r,x,r,x,p
p,-,-,-,-,-,p,r,p,f,f,f,f,f,-,p,-,-,-,-,-,-,-,-,p
p,x,x,x,x,r,p,r,p,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,p
p,-,-,-,-,-,p,r,p,-,-,-,-,-,-,p,x,-,x,-,x,-,x,-,p
p,-,-,-,-,-,p,r,p,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,p
p,-,-,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p
p,-,-,-,-,-,-,-,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
