s,-,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
p,-,x,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,x
a,-,x,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,x
a,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x
a,-,x,-,-,-,f,f,f,-,f,f,f,-,f,f,f,-,f,-,-,-,-,-,x
a,-,x,-,-,-,f,r,f,r,f,h,f,h,f,r,f,r,f,-,-,-,-,-,x
a,-,x,-,-,-,f,-,f,f,f,-,f,f,f,-,f,f,f,-,-,-,-,-,x
a,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,g,-,x,-,-,-,x,x
a,-,-,-,x,-,-,-,-,-,-,-,-,-,-,-,-,p,x,-,-,-,x,-,x
a,-,-,-,-,x,x,x,x,x,x,x,x,x,x,x,x,x,-,-,-,x,-,-,x
x,a,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,x,x
x,-,x,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,x,-,-,x,x,x
x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x
