p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
p,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,p,-,-,-,p,-,g
p,-,p,-,p,-,-,-,-,-,-,-,p,-,-,-,-,-,p,-,p,-,p,-,p
p,-,-,p,-,-,-,-,-,-,-,-,p,-,-,-,-,-,p,-,p,-,p,-,p
p,-,p,-,p,-,-,-,-,-,-,-,p,-,-,-,-,-,p,-,p,-,p,-,p
p,-,-,-,-,-,-,-,-,-,-,-,p,-,-,-,-,-,p,-,p,-,p,-,p
p,p,p,p,p,-,p,-,-,-,-,-,-,-,-,-,-,-,p,-,p,-,-,-,p
p,-,-,-,p,-,p,-,-,-,-,-,-,-,-,-,-,-,p,-,p,p,p,p,p
p,-,p,-,p,-,p,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p
p,-,p,-,p,-,p,-,-,-,-,-,p,-,-,-,-,-,-,-,p,-,p,-,p
p,-,p,-,p,-,p,-,-,-,-,-,p,-,-,-,-,-,-,-,-,p,y,-,p
p,s,p,-,-,-,p,-,-,-,-,-,p,-,-,-,-,-,-,-,p,-,p,-,p
p,p,p,-,-,-,p,-,-,-,-,-,p,-,-,-,-,-,-,-,-,-,-,-,p
