p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
p,s,p,f,f,f,p,-,-,-,-,-,-,p,f,f,f,f,p,-,-,-,-,-,p
p,r,p,r,r,r,p,-,p,r,r,r,r,p,-,-,-,-,-,-,-,-,-,-,p
p,-,p,-,r,-,p,-,p,-,-,-,-,p,-,-,-,-,p,-,-,x,-,-,p
p,-,p,-,x,-,p,-,p,-,x,x,x,p,r,r,r,r,p,x,-,-,-,x,p
p,-,p,-,p,-,p,-,p,-,-,-,-,p,-,-,-,-,p,-,-,x,-,-,p
p,-,p,-,p,-,p,-,p,r,r,r,r,p,-,x,x,x,p,x,-,-,-,x,p
p,-,p,-,p,-,p,-,p,-,-,-,-,p,-,-,-,-,p,-,x,-,-,-,p
p,-,p,-,p,-,f,-,p,x,x,-,x,p,r,r,r,r,p,-,-,-,x,-,p
p,-,p,-,p,-,-,-,p,-,-,-,-,p,-,-,-,-,p,x,-,-,-,x,p
p,-,p,-,p,-,-,-,p,r,r,r,r,p,x,x,x,-,p,-,-,x,-,-,p
p,r,r,r,p,-,x,-,p,-,-,-,-,-,-,-,-,-,p,-,-,-,-,g,p
p,-,-,-,p,r,x,-,p,-,-,-,-,-,-,-,-,-,p,p,p,p,p,p,p
