p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
p,s,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,p
p,r,r,r,r,r,r,r,r,r,r,r,r,h,r,r,r,r,r,r,r,r,r,r,p
p,x,x,x,x,x,x,x,x,x,x,x,x,f,x,x,x,x,x,x,x,x,x,r,p
p,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,p
p,r,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,r,p
p,r,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,x,p
p,-,-,-,-,-,x,-,-,-,-,-,-,-,-,x,-,-,-,-,x,-,-,-,p
p,-,-,-,-,-,x,-,-,-,-,-,-,-,-,x,-,-,-,-,x,-,-,-,p
p,-,-,-,-,-,x,-,-,-,-,x,-,-,-,x,-,-,x,-,x,-,x,-,p
p,r,r,r,r,r,x,r,r,r,r,x,r,r,r,x,r,r,x,r,x,r,x,r,p
p,-,-,-,-,-,-,-,-,-,-,x,-,-,-,-,-,-,x,-,-,-,x,g,p
p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
