p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
p,g,x,x,x,x,-,-,-,-,-,-,-,-,y,x,x,x,x,x,x,x,x,s,p
p,-,x,x,x,x,-,-,-,-,-,-,-,-,-,x,x,x,x,x,x,x,x,-,p
p,-,x,x,x,x,-,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,x,-,p
p,-,x,x,x,-,-,x,x,x,x,x,x,x,-,x,x,x,x,x,x,x,x,-,p
p,-,x,x,-,-,-,x,x,x,x,x,x,x,-,x,x,x,x,-,-,-,-,-,p
p,-,x,-,-,-,x,x,x,x,x,x,x,x,-,x,x,x,x,-,-,-,-,-,p
p,-,x,-,-,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,-,p
p,-,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,-,p
p,-,-,-,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,-,p
p,-,-,x,x,x,x,x,x,x,x,x,x,x,-,x,x,x,x,-,x,x,x,-,p
p,x,x,x,x,x,x,x,x,x,x,x,x,x,-,-,-,-,-,-,x,x,x,-,p
p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p,p
